object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,source_file
0,2,House,"[589.1264038085938, 574.9667358398438, 687.6224975585938, 683.1552124023438]",309.7381298,3333.990256,0.989903569,"11704 Liberty Rd, Town of Chippewa.png","11704 Liberty Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[1022.6175537109375, 396.0936584472656, 1085.2198486328125, 470.2276916503906]",152.3143129,1639.496033,0.986259878,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
1,1,Garage,"[1004.4801635742188, 557.0634155273438, 1069.4794921875, 617.7722778320312]",124.1098511,1335.906026,0.982824445,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
2,1,Garage,"[1094.874755859375, 700.998779296875, 1175.91845703125, 777.4832763671875]",165.3946431,1780.291398,0.920378864,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
4,1,Garage,"[873.2391967773438, 1138.381103515625, 931.8632202148438, 1196.51953125]",90.08055475,969.6180833,0.820856929,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
5,1,Garage,"[907.2778930664062, 1087.1331787109375, 957.9961547851562, 1138.1065673828125]",74.85423296,805.7234781,0.62193507,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
6,2,House,"[651.9835205078125, 567.4105834960938, 734.2344970703125, 709.4050903320312]",386.9427346,4165.012901,0.400089264,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
0,2,House,"[757.0653076171875, 173.08670043945312, 821.0902099609375, 237.95050048828125]",100.6572279,1083.464336,0.958860815,"11788 Forest Rd 169, Town of Chippewa.png","11788 Forest Rd 169, Town of Chippewa.png_objects.csv"
1,1,Garage,"[612.2794799804688, 615.16650390625, 686.3641967773438, 677.6951904296875]",94.47472815,1016.916526,0.427453816,"11788 Forest Rd 169, Town of Chippewa.png","11788 Forest Rd 169, Town of Chippewa.png_objects.csv"
0,2,House,"[152.21859741210938, 654.741455078125, 217.57464599609375, 741.68798828125]",187.1100349,2014.033704,0.934185445,"11837 Cutoff Rd, Town of Chippewa.png","11837 Cutoff Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[672.2282104492188, 671.462646484375, 739.5458374023438, 767.6214599609375]",216.1831124,2326.973403,0.998840392,"11859 Forest Rd 169, Town of Chippewa.png","11859 Forest Rd 169, Town of Chippewa.png_objects.csv"
1,1,Garage,"[880.4163818359375, 319.92083740234375, 930.8831787109375, 372.448486328125]",89.109749,959.1684272,0.99625057,"11859 Forest Rd 169, Town of Chippewa.png","11859 Forest Rd 169, Town of Chippewa.png_objects.csv"
2,1,Garage,"[609.3656616210938, 621.7218017578125, 662.8936157226562, 664.3763427734375]",105.1535914,1131.862743,0.934000015,"11859 Forest Rd 169, Town of Chippewa.png","11859 Forest Rd 169, Town of Chippewa.png_objects.csv"
0,2,House,"[611.2844848632812, 600.8558959960938, 661.8242797851562, 663.2595825195312]",143.8325364,1548.199038,0.563750982,"12049 Stangle Rd, Town of Chippewa.png","12049 Stangle Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[618.8816528320312, 554.2716064453125, 686.1716918945312, 657.8267822265625]",308.0519935,3315.840853,0.993518651,"12049 State Hwy 13, Town of Chippewa.png","12049 State Hwy 13, Town of Chippewa.png_objects.csv"
0,2,House,"[86.41777038574219, 57.82939529418945, 130.4690399169922, 134.3069610595703]",154.1026393,1658.745399,0.997069061,"12146 Stangle Rd, Town of Chippewa.png","12146 Stangle Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[81.39085388183594, 547.2227783203125, 127.47996520996094, 624.7745361328125]",162.6355109,1750.592376,0.999069512,"12202 Stangle Rd, Town of Chippewa.png","12202 Stangle Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[637.8495483398438, 512.2256469726562, 688.6776733398438, 556.2551879882812]",104.8981162,1129.112833,0.996267021,"12291 Witte Rd, Town of Chippewa.png","12291 Witte Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[627.9644775390625, 593.1392211914062, 671.8460693359375, 669.1017456054688]",151.5478873,1631.246305,0.930752993,"12291 Witte Rd, Town of Chippewa.png","12291 Witte Rd, Town of Chippewa.png_objects.csv"
2,2,House,"[608.407470703125, 576.4158325195312, 678.28173828125, 683.7267456054688]",159.3654284,1715.393535,0.707136273,"12385 S Park Rd, Town of Chippewa.png","12385 S Park Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[599.1346435546875, 577.6810302734375, 671.593505859375, 684.2193603515625]",233.5554258,2513.967248,0.993135929,"13647 Mail Route Rd, Town of Chippewa.png","13647 Mail Route Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,"[491.5521240234375, 512.8397827148438, 543.420654296875, 563.3958129882812]",96.31414957,1036.715875,0.931970417,"13647 Mail Route Rd, Town of Chippewa.png","13647 Mail Route Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[558.222900390625, 668.1861572265625, 600.2333984375, 728.294921875]",119.1025372,1282.0078,0.996022403,"14109 Wagner Vogt Rd, Town of Chippewa.png","14109 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[569.3778686523438, 513.7094116210938, 628.6676635742188, 581.4588012695312]",129.0149749,1388.704288,0.944630802,"14113 Bush Rd, Town of Chippewa.png","14113 Bush Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[752.1945190429688, 1.6607398986816406, 833.8751831054688, 52.927310943603516]",175.9202212,1893.587669,0.99987185,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[343.3410949707031, 371.9706115722656, 407.1434020996094, 471.9115905761719]",305.2928614,3286.141831,0.964029968,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
2,2,House,"[632.9055786132812, 451.6176452636719, 689.0215454101562, 512.2918701171875]",124.8762767,1344.155755,0.891848266,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[599.6283569335938, 589.7892456054688, 680.3203735351562, 653.7741088867188]",186.0881341,2003.034066,0.999703467,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[464.08245849609375, 1181.671875, 514.53271484375, 1272.243408203125]",198.8107989,2139.979559,0.992171407,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
2,2,House,"[577.728515625, 369.6768798828125, 768.9920654296875, 472.3704833984375]",609.3594418,6559.084096,0.948145032,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
3,1,Garage,"[738.9047241210938, 654.6458740234375, 771.8639526367188, 697.451904296875]",50.02204373,538.4322765,0.769427955,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
7,1,Garage,"[754.5556640625, 506.27984619140625, 790.679931640625, 563.7501831054688]",89.41631923,962.4683186,0.409121335,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[687.8968505859375, 411.9734191894531, 744.801513671875, 495.8223571777344]",199.8837948,2151.529178,0.946848392,"14390 Bush Rd, Town of Chippewa.png","14390 Bush Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[492.0540771484375, 718.6947021484375, 591.62109375, 798.1925048828125]",264.9788752,2852.206114,0.834905863,"14585 Blue Moon Rd, Town of Chippewa.png","14585 Blue Moon Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[606.443359375, 581.4029541015625, 665.23974609375, 659.219482421875]",164.6282175,1772.04167,0.347155184,"14616 Radlinger Rd, Town of Chippewa.png","14616 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[770.1318359375, 609.6160888671875, 880.552734375, 676.3485107421875]",247.7087518,2666.312233,0.989858449,"14711 State Hwy 13, Town of Chippewa.png","14711 State Hwy 13, Town of Chippewa.png_objects.csv"
1,1,Garage,"[596.8101196289062, 243.28802490234375, 667.2636108398438, 308.49755859375]",141.3799745,1521.799907,0.98588866,"14711 State Hwy 13, Town of Chippewa.png","14711 State Hwy 13, Town of Chippewa.png_objects.csv"
0,1,Garage,"[664.390625, 734.2037353515625, 725.7021484375, 813.98583984375]",153.744974,1654.895526,0.683041334,"14881 Bush Rd, Town of Chippewa.png","14881 Bush Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[688.473388671875, 478.5909423828125, 783.71435546875, 520.3654174804688]",184.4019978,1984.884664,0.672995567,"15046 Wagner Vogt Rd, Town of Chippewa.png","15046 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,5,Trailer,"[634.6527709960938, 572.791259765625, 664.0225219726562, 663.03271484375]",123.2923305,1327.106316,0.898781478,"15469 Blue Moon Rd, Town of Chippewa.png","15469 Blue Moon Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[673.4407348632812, 468.55780029296875, 806.9977416992188, 594.2785034179688]",315.0009189,3390.638391,0.738874733,"15910 Wagner Vogt Rd, Town of Chippewa.png","15910 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[614.6161499023438, 601.8843383789062, 676.2979125976562, 665.1563110351562]",122.1682396,1315.006714,0.999803245,"65548 Fischer Rd, Town of Chippewa.png","65548 Fischer Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[1142.9189453125, 825.06640625, 1188.317138671875, 883.1666259765625]",93.65720752,1008.116816,0.97718519,"65548 Fischer Rd, Town of Chippewa.png","65548 Fischer Rd, Town of Chippewa.png_objects.csv"
2,2,House,"[1035.4375, 549.6887817382812, 1112.04052734375, 634.8453979492188]",161.5114201,1738.492774,0.754686475,"65548 Fischer Rd, Town of Chippewa.png","65548 Fischer Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[175.58358764648438, 652.35546875, 238.59689331054688, 720.6636962890625]",133.4091483,1436.002731,0.999860406,"65578 Fischer Rd, Town of Chippewa.png","65578 Fischer Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[594.0243530273438, 604.9598388671875, 674.2918090820312, 708.9156494140625]",168.1026802,1809.440439,0.724372983,"65578 Fischer Rd, Town of Chippewa.png","65578 Fischer Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[613.1030883789062, 597.5285034179688, 671.2988891601562, 660.8595581054688]",132.4383425,1425.553075,0.900248647,"73740 Bear Lake Rd, Town of Chippewa.png","73740 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[591.0101928710938, 602.9842529296875, 645.2638549804688, 656.2880859375]",81.39439802,876.1211609,0.990897238,"74278 Bear Lake Rd, Town of Chippewa.png","74278 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[613.1343383789062, 597.5771484375, 672.9995727539062, 660.0244140625]",111.2339011,1197.310588,0.756695151,"75771 West Rd, Town of Chippewa.png","75771 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[1141.5667724609375, 1119.28955078125, 1192.4735107421875, 1183.396484375]",143.4237761,1543.799183,0.994172752,"75850 Chippewa Lake Rd, Town of Chippewa.png","75850 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,"[1036.906494140625, 943.9515380859375, 1128.9248046875, 999.4068603515625]",208.7743317,2247.226028,0.873407543,"75850 Chippewa Lake Rd, Town of Chippewa.png","75850 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[836.314453125, 488.719970703125, 940.5308837890625, 629.91015625]",577.8848974,6220.295248,0.995815575,"76248 Bear Lake Rd, Town of Chippewa.png","76248 Bear Lake Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[574.6337280273438, 572.4033813476562, 680.9458618164062, 684.2225952148438]",322.9717451,3476.435567,0.988930762,"76745 Bear Lake Rd, Town of Chippewa.png","76745 Bear Lake Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,"[782.030029296875, 686.1865234375, 832.9512939453125, 763.5830078125]",185.5771837,1997.534248,0.813067615,"76745 Bear Lake Rd, Town of Chippewa.png","76745 Bear Lake Rd, Town of Chippewa.png_objects.csv"
3,1,Garage,"[1129.05517578125, 820.056396484375, 1153.844482421875, 877.912109375]",61.77390283,664.9281127,0.762084782,"76745 Bear Lake Rd, Town of Chippewa.png","76745 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[511.9527893066406, 658.528076171875, 598.3311767578125, 738.0460205078125]",193.5480099,2083.331423,0.872124672,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[511.869140625, 657.0804443359375, 598.7906494140625, 805.708740234375]",322.869555,3475.335603,0.861996174,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[822.5872192382812, 939.3487548828125, 882.8095092773438, 993.3587646484375]",140.2558836,1509.700305,0.987517059,"77056 Chippewa Lake Rd, Town of Chippewa.png","77056 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,"[899.0228881835938, 1005.4569702148438, 959.6093139648438, 1049.1751708984375]",119.9711529,1291.357493,0.987050533,"77056 Chippewa Lake Rd, Town of Chippewa.png","77056 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,"[915.33349609375, 1076.4852294921875, 949.1422119140625, 1099.9390869140625]",34.94900706,376.1876171,0.85897243,"77056 Chippewa Lake Rd, Town of Chippewa.png","77056 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[1251.823974609375, 1182.111328125, 1277.064208984375, 1226.658935546875]",46.70086616,502.6834533,0.995317698,"77234 Chippewa Lake Rd, Town of Chippewa.png","77234 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[618.9590454101562, 596.9791870117188, 678.6973266601562, 658.9990844726562]",169.124581,1820.440077,0.91653055,"77234 Chippewa Lake Rd, Town of Chippewa.png","77234 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
2,2,House,"[1220.9151611328125, 1004.2538452148438, 1266.0587158203125, 1061.1328125]",101.5258436,1092.814028,0.33176887,"77234 Chippewa Lake Rd, Town of Chippewa.png","77234 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[772.4877319335938, 645.8309936523438, 826.3711547851562, 716.4395141601562]",163.1975564,1756.642177,0.989765286,"77805 West Rd, Town of Chippewa.png","77805 West Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[617.2960815429688, 579.0082397460938, 673.6466674804688, 675.0299682617188]",183.6866672,1977.184917,0.938408613,"78214 West Rd, Town of Chippewa.png","78214 West Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[606.6741333007812, 576.6390380859375, 697.7113647460938, 688.451416015625]",357.0521365,3843.273492,0.904554904,"78260 Chippewa Lake Rd, Town of Chippewa.png","78260 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,5,Trailer,"[577.9786987304688, 573.8323974609375, 709.4041137695312, 705.13671875]",273.7161269,2946.253019,0.359390199,"78310 Bear Lake Rd, Town of Chippewa.png","78310 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[604.8402709960938, 584.1367797851562, 677.6559448242188, 655.7484741210938]",171.4749528,1845.739244,0.847554564,"78473 Bear Lake Rd, Town of Chippewa.png","78473 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[514.6563110351562, 589.1583862304688, 584.0955200195312, 665.0133666992188]",136.6792308,1471.201573,0.944402277,"78695 Weinberger Rd, Town of Chippewa.png","78695 Weinberger Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[686.4568481445312, 600.95263671875, 760.1609497070312, 679.1932373046875]",171.730428,1848.489154,0.656286776,"78695 Weinberger Rd, Town of Chippewa.png","78695 Weinberger Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[452.7327575683594, 576.91357421875, 517.0476684570312, 659.101318359375]",143.9858215,1549.848984,0.925737381,"79112 West Rd, Town of Chippewa.png","79112 West Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[572.787841796875, 572.0706176757812, 726.296142578125, 680.5795288085938]",375.9573011,4046.766793,0.871049225,"80322 Graf Rd, Town of Chippewa.png","80322 Graf Rd, Town of Chippewa.png_objects.csv"
0,2,House,"[0.0, 529.001953125, 101.15496826171875, 656.76318359375]",511.7168212,5508.068692,0.983071864,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
1,2,House,"[36.48448944091797, 0.8780250549316406, 87.24369812011719, 88.66453552246094]",198.9640841,2141.629504,0.489522964,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,"[328.5179443359375, 994.1572875976562, 409.0360107421875, 1070.745361328125]",245.4605701,2642.11303,0.963307619,"80919 Zillinger Rd, Town of Chippewa.png","80919 Zillinger Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,"[417.2908935546875, 699.2240600585938, 445.3026123046875, 748.8403930664062]",61.05857228,657.2283661,0.450840592,"80919 Zillinger Rd, Town of Chippewa.png","80919 Zillinger Rd, Town of Chippewa.png_objects.csv"
