object_id,class_id,class_name,bbox,area_m2,area_ft2,score,file,source_file
5,2,House,[1811.9131   440.07053 2044.9814   789.8911 ],705.222553,7590.945038,0.478529572,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
6,1,Garage,[1675.3848   642.35645 1772.9078   765.3913 ],145.8676345,1570.104631,0.424983978,"11709 Lakeview Dr, Town of Chippewa.png","11709 Lakeview Dr, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 958.45294  910.9791  1073.7594  1042.5244 ],168.440391,1813.075525,0.882946312,"11761 Metzinger Rd, Town of Chippewa.png","11761 Metzinger Rd, Town of Chippewa.png_objects.csv"
0,2,House,[1214.5314   265.715   1320.8431   392.87012],103.1538078,1110.337271,0.764991045,"11788 Forest Rd 169, Town of Chippewa.png","11788 Forest Rd 169, Town of Chippewa.png_objects.csv"
1,2,House,[1359.0927   157.13123 1536.3926   307.52084],249.004672,2680.261389,0.4474971,"11788 Forest Rd 169, Town of Chippewa.png","11788 Forest Rd 169, Town of Chippewa.png_objects.csv"
2,1,Garage,[ 981.967   975.235  1101.8705 1086.3313],99.5817445,1071.88794,0.369102567,"11788 Forest Rd 169, Town of Chippewa.png","11788 Forest Rd 169, Town of Chippewa.png_objects.csv"
0,2,House,[ 236.78735 1042.4006   368.4669  1191.0774 ],204.8318335,2204.789373,0.308054537,"11837 Cutoff Rd, Town of Chippewa.png","11837 Cutoff Rd, Town of Chippewa.png_objects.csv"
0,2,House,[1076.5992 1079.576  1187.608  1222.031 ],203.389592,2189.265229,0.492584258,"11859 Forest Rd 169, Town of Chippewa.png","11859 Forest Rd 169, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 978.42694  957.04065 1063.0438  1062.393  ],139.9812768,1506.744465,0.954981804,"12049 Stangle Rd, Town of Chippewa.png","12049 Stangle Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 287.28598 1378.2089   430.1119  1422.7913 ],90.97860625,979.2846198,0.585369408,"12049 Stangle Rd, Town of Chippewa.png","12049 Stangle Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 985.533    900.25433 1095.9557  1053.9655 ],259.6202403,2794.526304,0.996445,"12049 State Hwy 13, Town of Chippewa.png","12049 State Hwy 13, Town of Chippewa.png_objects.csv"
2,1,Garage,[1340.0978 1135.7546 1538.547  1242.9595],258.1109178,2778.280108,0.307332247,"12049 State Hwy 13, Town of Chippewa.png","12049 State Hwy 13, Town of Chippewa.png_objects.csv"
0,1,Garage,[137.45525  85.81046 214.3261  212.92422],148.0645373,1593.751873,0.984583974,"12146 Stangle Rd, Town of Chippewa.png","12146 Stangle Rd, Town of Chippewa.png_objects.csv"
1,2,House,[364.55014 833.49524 526.0059  979.5288 ],270.4538218,2911.137892,0.970644891,"12146 Stangle Rd, Town of Chippewa.png","12146 Stangle Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 358.5842 1618.8632  514.2706 1793.0826],328.8813728,3540.046208,0.998982966,"12202 Stangle Rd, Town of Chippewa.png","12202 Stangle Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[ 131.2871   871.42303  208.70479 1000.5158 ],147.3937273,1586.531341,0.971694529,"12202 Stangle Rd, Town of Chippewa.png","12202 Stangle Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1009.53125  944.18695 1072.2705  1073.3695 ],123.1942565,1326.050658,0.403965235,"12291 Witte Rd, Town of Chippewa.png","12291 Witte Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[1016.4003   814.27136 1107.3035   890.5952 ],97.92148975,1054.017124,0.250066876,"12291 Witte Rd, Town of Chippewa.png","12291 Witte Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 971.7796  920.0371 1090.3837 1101.8477],196.279006,2112.727593,0.964612424,"12385 S Park Rd, Town of Chippewa.png","12385 S Park Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 908.1084 1089.6471 1052.6581 1227.8776],186.8038148,2010.737582,0.756596863,"13459 Town Hall Rd, Town of Chippewa.png","13459 Town Hall Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 971.47003 1171.3215  1143.7964  1376.0594 ],364.9374103,3928.14979,0.730485499,"13580 Town Hall Rd, Town of Chippewa.png","13580 Town Hall Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 961.20624  904.20294 1123.5225  1121.6803 ],325.3596203,3502.138416,0.429395825,"13580 Town Hall Rd, Town of Chippewa.png","13580 Town Hall Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 962.8256  925.393  1089.3607 1099.3971],241.961167,2604.445805,0.804552138,"13647 Mail Route Rd, Town of Chippewa.png","13647 Mail Route Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[787.73895 792.85834 868.97235 902.72394],110.8345823,1193.01236,0.4801687,"13647 Mail Route Rd, Town of Chippewa.png","13647 Mail Route Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 981.5643  937.3541 1049.4105 1072.3809],143.6371913,1546.096363,0.896894813,"14109 Wagner Vogt Rd, Town of Chippewa.png","14109 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
1,2,House,[  0.46519166   0.93810123 138.91692     54.578785  ],61.177872,658.5124964,0.68442899,"14109 Wagner Vogt Rd, Town of Chippewa.png","14109 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,[ 896.7327 1061.8478  965.3632 1169.826 ],106.6923305,1148.425576,0.50204283,"14109 Wagner Vogt Rd, Town of Chippewa.png","14109 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
3,2,House,[286.98904     1.2594849 649.33984   162.67699  ],593.868093,6392.336766,0.258640885,"14109 Wagner Vogt Rd, Town of Chippewa.png","14109 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,2,House,[1203.0184       4.6727357 1330.9772      80.866394 ],147.9974563,1593.029819,0.993649065,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[544.4782  590.105   655.7668  752.01086],287.2240718,3091.651186,0.979633808,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
2,2,House,[1195.8724       4.5506654 1490.7104     125.605125 ],302.1160538,3251.946991,0.454286486,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
3,1,Garage,[ 984.6038  914.9879 1072.211  1090.8717],187.7429488,2020.846326,0.281906247,"14256 Radlinger Rd, Town of Chippewa.png","14256 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 926.262   590.2437 1172.6864  755.1083],472.6862665,5087.947704,0.992372394,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 956.9047  936.6077 1090.2145 1047.0433],193.6796173,2084.748032,0.989816666,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,[ 304.1641 1549.675   413.1716 1712.4254],280.331499,3017.460222,0.967098653,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
3,2,House,[ 774.1174 1681.8236  865.6723 1791.458 ],130.6234773,1406.018047,0.901689649,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
4,2,House,[ 743.89886 1888.2338   828.9803  2032.1663 ],166.226718,1789.24777,0.397789866,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
5,1,Garage,[1213.6565   804.12885 1277.0074   909.0392 ],87.92642075,946.4312003,0.392220706,"14322 Radlinger Rd, Town of Chippewa.png","14322 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1102.3422   655.04114 1194.9167   795.2423 ],184.5901418,1986.909827,0.966167152,"14390 Bush Rd, Town of Chippewa.png","14390 Bush Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[1010.8099   897.65765 1083.955   1100.3622 ],227.3207388,2446.8577,0.560567141,"14390 Bush Rd, Town of Chippewa.png","14390 Bush Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 785.02356 1113.4828   952.6284  1280.0109 ],311.4235425,3352.131869,0.890812039,"14585 Blue Moon Rd, Town of Chippewa.png","14585 Blue Moon Rd, Town of Chippewa.png_objects.csv"
1,2,House,[1197.4089 1563.9788 1322.7484 1651.5809],109.3923408,1177.488217,0.332965106,"14585 Blue Moon Rd, Town of Chippewa.png","14585 Blue Moon Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 972.06885  918.26184 1073.4799  1072.1176 ],183.7180888,1977.523135,0.639342844,"14616 Radlinger Rd, Town of Chippewa.png","14616 Radlinger Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 973.6252  956.4894 1071.6625 1041.5941],74.929477,806.5333975,0.861501873,"14687 Wagner Vogt Rd, Town of Chippewa.png","14687 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
1,2,House,[147.46165 744.358   259.26782 954.20233],233.508961,2513.467105,0.692724943,"14687 Wagner Vogt Rd, Town of Chippewa.png","14687 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1228.0311   958.82404 1410.3539  1085.7584 ],281.1700115,3026.485887,0.968841553,"14711 State Hwy 13, Town of Chippewa.png","14711 State Hwy 13, Town of Chippewa.png_objects.csv"
1,1,Garage,[ 949.4572   374.19687 1071.8739   493.05444],141.7253828,1525.517847,0.724855185,"14711 State Hwy 13, Town of Chippewa.png","14711 State Hwy 13, Town of Chippewa.png_objects.csv"
2,2,House,[1272.1072 1170.1904 1395.8759 1374.8119],299.8185295,3227.21667,0.263340652,"14711 State Hwy 13, Town of Chippewa.png","14711 State Hwy 13, Town of Chippewa.png_objects.csv"
0,1,Garage,[1283.1216   908.34906 1400.7058  1117.8964 ],307.968871,3314.946131,0.974401712,"15046 Wagner Vogt Rd, Town of Chippewa.png","15046 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[1098.236    764.9598  1259.8987   837.33594],172.532332,1857.120768,0.824452579,"15046 Wagner Vogt Rd, Town of Chippewa.png","15046 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
2,2,House,[207.15117     1.8333161 325.57812    48.524883 ],61.580358,662.8448155,0.593289137,"15046 Wagner Vogt Rd, Town of Chippewa.png","15046 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
3,2,House,[  80.43765  994.1631   158.5063  1082.8053 ],71.82698075,773.1384381,0.437612057,"15046 Wagner Vogt Rd, Town of Chippewa.png","15046 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1013.42285  910.2008  1069.7148  1067.7762 ],122.9762433,1323.703985,0.463813543,"15469 Blue Moon Rd, Town of Chippewa.png","15469 Blue Moon Rd, Town of Chippewa.png_objects.csv"
0,5,Trailer,[1081.9526   739.88995 1287.2173   941.14777],305.2688608,3285.88349,0.991823494,"15910 Wagner Vogt Rd, Town of Chippewa.png","15910 Wagner Vogt Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1650.569   867.7038 1788.7845 1015.2257],152.1900188,1638.158143,0.269553483,"65548 Fischer Rd, Town of Chippewa.png","65548 Fischer Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 976.91815  956.0195  1087.4866  1069.102  ],147.4608083,1587.253394,0.891633093,"73740 Bear Lake Rd, Town of Chippewa.png","73740 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 947.22345  957.80676 1035.3639  1051.5688 ],71.9443725,774.4020312,0.418144673,"74278 Bear Lake Rd, Town of Chippewa.png","74278 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 979.6401   952.25684 1078.8307  1045.6555 ],105.2333188,1132.72092,0.728961408,"75771 West Rd, Town of Chippewa.png","75771 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1825.054  1783.1412 1915.8848 1897.8073],137.1638748,1476.418231,0.973613143,"75850 Chippewa Lake Rd, Town of Chippewa.png","75850 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
1,2,House,[676.87274 327.9565  829.9375  488.94556],319.4229518,3438.23671,0.807777047,"75850 Chippewa Lake Rd, Town of Chippewa.png","75850 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,[1095.3234  586.4366 1283.7394  755.6653],305.0005368,3282.995278,0.989052951,"76248 Bear Lake Rd, Town of Chippewa.png","76248 Bear Lake Rd, Town of Chippewa.png_objects.csv"
1,2,House,[1333.4374  781.9218 1504.1233 1011.3807],539.733726,5809.639853,0.96241796,"76248 Bear Lake Rd, Town of Chippewa.png","76248 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 931.05615  920.3974  1088.9552  1101.7094 ],297.906721,3206.638154,0.990406692,"76745 Bear Lake Rd, Town of Chippewa.png","76745 Bear Lake Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[1236.851  1089.5182 1336.923  1220.2045],185.478965,1996.477031,0.803685427,"76745 Bear Lake Rd, Town of Chippewa.png","76745 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 498.8751 1394.1459  827.8009 1513.279 ],451.320968,4857.973767,0.957805276,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
1,2,House,[1079.8125 1083.2916 1259.676  1267.3256],433.4438815,4665.546596,0.88732487,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
2,2,House,[ 807.07153 1059.6757   954.6963  1291.9309 ],268.7097158,2892.364509,0.792687535,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
3,2,House,[1099.4805  652.7347 1295.4678  863.6255],532.891464,5735.990429,0.461750925,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
4,1,Garage,[ 849.33734 1189.6399   918.1369  1296.4963 ],101.7954175,1095.715694,0.260546297,"76824 West Rd, Town of Chippewa.png","76824 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 913.48505 1412.1693  1065.907   1516.3885 ],212.1436625,2283.493169,0.713829696,"77028 West Rd, Town of Chippewa.png","77028 West Rd, Town of Chippewa.png_objects.csv"
1,2,House,[229.45955     2.7740586 326.5075     49.70957  ],42.193949,454.1714476,0.455906957,"77028 West Rd, Town of Chippewa.png","77028 West Rd, Town of Chippewa.png_objects.csv"
1,2,House,[  11.670319  970.6002    135.76695  1114.1239  ],131.2272063,1412.516525,0.684304178,"77056 Chippewa Lake Rd, Town of Chippewa.png","77056 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,[1312.2948 1502.5253 1417.1022 1586.5074],128.5775068,1383.995425,0.431995392,"77056 Chippewa Lake Rd, Town of Chippewa.png","77056 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 987.0258   956.05634 1093.3939  1059.8103 ],158.6297948,1707.475248,0.951434195,"77234 Chippewa Lake Rd, Town of Chippewa.png","77234 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,5,Trailer,[ 966.3714  909.382  1098.2963 1118.5502],248.3506323,2673.22137,0.928665221,"77805 West Rd, Town of Chippewa.png","77805 West Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[1232.9203 1033.104  1325.3905 1147.5841],149.1042928,1604.943697,0.861305237,"77805 West Rd, Town of Chippewa.png","77805 West Rd, Town of Chippewa.png_objects.csv"
2,5,Trailer,[1732.4476   466.63696 1882.1793   531.4437 ],107.2457488,1154.382515,0.48522985,"77805 West Rd, Town of Chippewa.png","77805 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 986.29535  932.72687 1081.2637  1079.3846 ],169.2285928,1821.55965,0.9006356,"78214 West Rd, Town of Chippewa.png","78214 West Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 974.42004  992.4791  1111.1371  1098.4052 ],163.1074515,1755.672297,0.982610524,"78260 Chippewa Lake Rd, Town of Chippewa.png","78260 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[875.6299  751.09094 956.9723  885.19965],171.459036,1845.567918,0.981785476,"78260 Chippewa Lake Rd, Town of Chippewa.png","78260 Chippewa Lake Rd, Town of Chippewa.png_objects.csv"
0,5,Trailer,[ 939.9041  909.9484 1141.6998 1095.4115],242.8667605,2614.193523,0.993215621,"78310 Bear Lake Rd, Town of Chippewa.png","78310 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 966.81635  948.262   1089.5728  1066.8192 ],173.1863718,1864.160787,0.884252667,"78473 Bear Lake Rd, Town of Chippewa.png","78473 Bear Lake Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,[1079.9573 1135.5817 1167.291  1245.7689],125.2234568,1347.892766,0.268823624,"78473 Bear Lake Rd, Town of Chippewa.png","78473 Bear Lake Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1097.1025   957.39984 1220.9385  1087.7627 ],174.4106,1877.338257,0.990562499,"78695 Weinberger Rd, Town of Chippewa.png","78695 Weinberger Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[ 821.3248   943.45325  939.81445 1068.406  ],129.0470738,1389.049797,0.987579286,"78695 Weinberger Rd, Town of Chippewa.png","78695 Weinberger Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 718.82416  918.72394  832.93085 1058.9038 ],142.815449,1537.251211,0.946031094,"79112 West Rd, Town of Chippewa.png","79112 West Rd, Town of Chippewa.png_objects.csv"
1,2,House,[416.92087 213.98405 534.08276 332.9298 ],176.154706,1896.11164,0.311586708,"79112 West Rd, Town of Chippewa.png","79112 West Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[1067.5464   365.10013 1244.3022   487.975  ],227.0524148,2443.969487,0.992342651,"80322 Graf Rd, Town of Chippewa.png","80322 Graf Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 918.17694  925.36127 1153.3268  1091.5115 ],358.2628508,3856.305499,0.887592375,"80322 Graf Rd, Town of Chippewa.png","80322 Graf Rd, Town of Chippewa.png_objects.csv"
0,2,House,[ 54.45364   0.      143.24858 143.48048],191.2982418,2059.115144,0.997853458,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
1,1,Garage,[  51.909584  841.2495    175.12177  1055.7382  ],379.9635543,4089.889702,0.731155097,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
2,2,House,[6.6600651e-01 1.7064623e+03 5.0392601e+01 1.8155370e+03],67.46671575,726.2049817,0.646392345,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
3,1,Garage,[ 973.0218   901.71844 1119.7509  1111.3312 ],288.045814,3100.496337,0.582342267,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
4,2,House,[   0.      1689.4971   129.34471 1822.9198 ],80.7319835,868.9909972,0.345770299,"80624 Cemetery Rd, Town of Chippewa.png","80624 Cemetery Rd, Town of Chippewa.png_objects.csv"
0,1,Garage,[ 525.3261  1590.0498   665.20496 1715.8593 ],227.069185,2444.15,0.991247475,"80919 Zillinger Rd, Town of Chippewa.png","80919 Zillinger Rd, Town of Chippewa.png_objects.csv"
1,2,House,[ 935.25555  915.2584  1120.1459  1107.8622 ],243.5208003,2621.233542,0.561338484,"80919 Zillinger Rd, Town of Chippewa.png","80919 Zillinger Rd, Town of Chippewa.png_objects.csv"
2,1,Garage,[ 668.1457 1118.2767  719.894  1200.073 ],61.86545225,665.9135415,0.290705949,"80919 Zillinger Rd, Town of Chippewa.png","80919 Zillinger Rd, Town of Chippewa.png_objects.csv"
